,author :,title :,journal :,year :
8344,"A.MAIGNAN, B.RAVEAU, C.MICHEL, F.GOUTENOIRE, G.VAN TENDELOO, M.HERVIEU,",NEW 1212-TYPE SUPERCONDUCTORS WITH A TC UP TO 85 K IN THE SYSTEM HG-PR-SR-CA-CU-O,"PHYSICA C,216(1993)264",1993.0
8349,"Nawazish A.Khan, Asim Javaid, A.A.Khurram, Naghma Haider,",The study of inter-plane coupling in Cu0.5Tl0.5Ba2Ca2Cu3O10-d superconductor by Mg and Pr substitution at Ca site,"Physica C, 425(2005)90",2005.0
8356,"M.Karppinen, M.Arai, J.M.Lee, T.S.Chan, Y.Morita, J.M.Chen, R.S.Liu, H.Yamauchi,",Oxygen nonstoichiometry and valence of copper in the Cu-1222 superconductor,"J.Solid State Chem., 178(2006)1705",2006.0
8359,"S.Yu, N.D.Zhigadlo, E.Takayama-Muromachi,",High-pressure synthesis and Jc-related properties of Cr- and V-based high Tc superconductors,"Physica C, 335(2000)259",2000.0
8364,"M. Karppinen, Y.Morita, T.Kobayashi, I.Grigoraviciute, J.M.Chen, R.S.Liu, H.Yamauchi,","Hole doping and superconductivity characteristics of the s = 1, 2 and 3 members of the (Cu,Mo)-12s2 homologous series of layered copper oxides","J.Solid State Chem., 178(2006)3464",2005.0
8367,"J.P.Franck, S.Harker, J.H.Brewer,",Copper and Oxygen isotope effects in La2-xSrxCuO4,"Phys.Rev.Lett., 71(1993)283",1993.0
8371,"D.J.Pringle, G.V.M.Williams, J.L.Tallon,",Contrasting oxygen and copper isotope effects in YBa2Cu4O8 superconducting and normal states,"Phys.Rev.B,61(2000)R9257-R9260",2000.0
8372,"R.Khasanov, D.G.Eshchenko, H.Luetkens, E.Morenzoni, T.Prokscha, A.Suter, N.Garifianov, M.Mali, J.Roos, K.Conder, H.Keller,",Direct Observation of the Oxygen Isotope Effect on the In-Plane Magnetic Field Penetration Depth in Optimally Doped YBa2Cu3O7-z,"Phys.Rev.Lett., 92(2004)057602",2004.0
8373,"A.P.B. Shinha, A.V. Inyushkin, D.E. Morris, V. Kirtikar,",Copper isotope shifts in Pr and La substituted 123 and 124 cuprate superconductors; comparison with oxygen isotope shifts,"Physica.C,298(1998)203-208",1998.0
8380,"R.Khasanov, A.Shengelava, E.Morenzoni, M.Angst, K.Conder, I.M.Savic, D.Lampakis, E.Liarokapis, A.Tatsi, H.Keller,",Site-selective oxygen isotope effect on the magnetic-field penetration depth in underdoped Y0.6Pr0.4Ba2Cu3O7-z,"Phys.Rev.B, 68(2003)220506",2003.0
8381,"M.T.D.Orlando, C.A.C.Passos, J.L.Passamai Jr., E.F.Medeiros, C.G.P.Orlando, R.V.Sampaio, H.S.P.Correa, F.C.L.de Melo, L.G.Martinez, J.L.Rossi,",Distortion of ReO6 octahedron in the Hg0.82Re0.18Ba2Ca2Cu3O8+z superconductor,"Physica C, 434(2006)53",2006.0
8384,"V.P.S.Awana, R.Lal, H.Kishan, A.V.Narlikar, M.Peurla, R.Laiho,",Experimental study of the magnetosuperconductor RuSr2Eu1.5Ce0.5Cu2O10-z : Effect of Mo doping on magnetic behavior and Tc variation,"Phys.Rev.B, 73(2006)014517",2006.0
8388,"R.Kadono, K.Ohishi, A.Koda, S.R.Saha, W.Higemoto, M.Fujita, K.Yamada,",Field-Induced Uniform Antiferromagnetic Order Associated with Superconductivity in Pr1-xLaCexCuO4-z,"J.Phys.Soc.Jpn, 74(2005)2806",2005.0
8390,"Huan Wu, Shun Tan, Yuheng Zhang,",Superconductivity coexisting with ferromagnetism in mixed-valence Mn doped La1.85-(4/3)xSr0.15+(4/3)xCu1-xMnxO4,"Solid State Commun., 134(2005)725",2005.0
8391,"E.Kandyel, M.A.Sekkina, M.A.T.Dawoud, M.Y.Bohnam,",Effect of 3d metal ion doping on the structure and superconductivity of (Tl0.5Pb0.5)Sr2CaCu2O7,"Solid State Commun., 135(2005)214",2005.0
8397,"V.L.De Los Santos, D.A.Bustamante, G.J.Gonzalez, S.J.Flores, X.Obradors,","Superconductivity in the system CaLaBaCu3-x(PO4)xO7-z with x = 0.1, 0.3, 0.5","J.Phys.Chem.Solids, 67(2006)605",2006.0
8400,"D.A.Bustamante, V.L.De Los Santos, B.Willems, V.H.Barinotto C., J.C.Gonzalez, X.Obradors,",Superconductivity in the system [Y0.8Ca0.2](SrBa)Cu3-x(BO3)xO7-z with 0.1=< x =<0.5,"J.Phys.Chem.Solids, 67(2006)594",2006.0
8405,"G.D.Gu, M.Hucker, Y.-J.Kim, J.M.Tranquada, H.Dabkowska, G.M.Luke, T.Timusk, B.D.Gaulin, Q.Li, A.R.Moodenbaugh,",Crystal growth and superconductivity of (La1-xCax)2CaCu2O6+z,"J.Phys.Chem.Solids, 67(2006)431",2006.0
8406,"I.Grigoraviciute, M.Arai, H.Yamauchi, M.Karppinen,","Superconductivity in the 'triple-fluorite-layer' copper oxides (Cu,M)-1232 (M = Mo, W, Re, Pb)","Solid State Commun., 137(2006)601",2006.0
8413,"Guo-qing Zheng, T.Sato, Y.Kitaoka, M.Fujita, K.Yamada,",Fermi-Liquid Ground State in the n-Type Pr0.91LaCe0.09CuO4-y Copper-Oxide Superconductor,"Phys.Rev.Lett., 90(2003)197005",2003.0
8414,"Nawazish A.Khan, G.Husnain,","Superconductivity in Be substituted by Ca in Cu0.5Tl0.5Ba2Can-1-yBeyCunO2n+4-d (n = 3,4 and y = 0.7, 1.5, 1.7, 2.0)","Physica C, 436(2006)51",2006.0
8416,"Fen Liu, Shixun, Cao, Jincang Zhang, Lingwei Li, Changyun Chi,",Effect on superconductivity of high valence ions V4+ and Ni3+ substitution for Cu site in Pr1.85Ce0.15CuO4-d system,"Physica C, 436(2006)81",2006.0
8423,"Elsayed Kandyel, Khaled M.Elsabawy,",On the effect of Cd doping for Ca in La3CaBa3Cu7Oy superconducting cuprate,"Physica C, 434(2006)141",2006.0
8431,"T.Wuernisha, F.Sano, Y.Takahashi, T.Kamiyama, Y.Takano, K.Sekizawa,",Comparison of the Sr substitution effect on Nd(Ba1 xSrx)2Cu3O6+d and Pr(Ba1-xSrx)2Cu3O6+d prepared under reducing atmosphere,"Physica C, 434(2006)178",2006.0
8440,"M.Brinkmann, T.Rex, H.Bach, K.Westerholt,",Extended superconducting concentration range observed in Pr2-xCexCuO4-z,"Phys.Rev.Lett., 74(1995)4927",1995.0
8443,"S.D.Wilson, S.Li, H.Woo, P.Dai, H.A.Mook, C.D.Frost, S.Komiya, Y.Ando,",High-Energy Spin Excitations in the Electron-Doped Superconductor Pr0.88LaCe0.12CuO4-z with Tc = 21 K,"Phys.Rev.Lett., 96(2006)157001",2006.0
8444,"R.I.Miller, R.F.Kiefl, J.H.Brewer, F.D.Callaghan, J.E.Sonier, R.Liang, D.A.Bonn, W.Hardy,",Coexistence of magnetism and superconductivity in ultraclean underdoped YBa2Cu3O6.37,"Phys.Rev.B, 73(2006)144509",2006.0
8445,"T.Katuwal, V.Sandu, C.C.Almasan, B,J,Taylor, M.B.Maple,",High temperature mixed state c-axis dissipation in low carrier density Y0.54Pr0.46Ba2Cu3O7-z,"Phys.Rev.B, 73(2006)144510",2006.0
8446,"Caixia Wang, Yuping Sun, Zhe Qu, Yuheng Zhang,",Suppression of superconductivity by the localization of hole carriers in Ti-doped La1.85Sr0.15CuO4,"Phys.Rev.B, 73(2006)144518",2006.0
8454,"Jing Xie, Jiyu Fan, Shun Tan, Yuheng Zhang,",Superconductivity and anomalous magnetic properties of the double-doping La1.85?2xSr0.15+2xCu1?xRuxO4 (0=,"Phys.Rev.B, 73(2006)174515",2006.0
8458,"I.Iguchi, T.Takeda, T.Uchiyama, A.Sugimoto, T.Hatano,",Images of interlayer vortices and c-axis penetration depth of high-Tc YBa2Cu3O7?y superconductor,"Phys.Rev.B, 73(2006)224519",2006.0
8459,"A.Hosseini, D.M.Broun, D.E.Sheehy, T.P.Davis, M.Franz, W.N.Hardy, Ruixing Liang, D.A.Bonn,",Survival of the d-Wave Superconducting State near the Edge of Antiferromagnetism in the Cuprate Phase Diagram,"Phys.Rev.Lett., 93(2004)107003",2004.0
8460,"R.Lal, V.P.S.Awana, M.Peurla, Rajeev Rawat, V.Ganesan, H.Kishan, A.V.Marlikar, R.Laiho,","Magnetism, upper critical field and thermoelectric power of the magnetosuperconductor RuSr2Eu1.5Ce0.5Cu2O10-z","J.Phys.Condens.Matter, 18(2006)2563",2006.0
8461,"A.I. Akimov, V. Ksenofontov, S.A. Lebedev, T.M. Tkachenka,",Effect of fluorine and cerium substitutions on the properties of the Tl2Ba2CaCu1.98Fe0.02O8 superconductor,"Physica C, 443(2006)29",2006.0
8469,"Hong Gao, Cong Ren, Lei Shan, Yue Wang, Yingzi Zhang, Shiping Zhao, Xin Yao, Hai-Hu Wen,",Reversible magnetization and critical fluctuations in systematically doped YBa2Cu3O7-z single crystals,"Phys.Rev.B, 74(2006)020505R",2006.0
8475,"Q.Q.Liu, H.Yang, X.M.Qin, Y.Yu, L.X.Yang, F.Y.Li, R.C.Yu, C.Q.Jin, S.Uchida,",Enhancement of the superconducting critical temperature of Sr2CuO3+z up to 95 K by ordering dopant atoms,"Phys.Rev.B, 74(2006)100506R",2006.0
8477,"K.Segawa, Y.Ando,",Doping n-type carriers by La substitution for Ba in the YBa2Cu3Oy system,"Phys.Rev.B, 74(2006)100508R",2006.0
8478,"B.A.Scott, J.R.Kirtley, D.Walker, B-H.Chen, Y.Wang,",Application of scanning SQUID petrology to high-pressure materials science,"Nature, 389(1997)164",1997.0
8479,"C. Greaves, G. Van tendeloo, J.P. Hodges, M. Slaski, P.P. Edwards, P.R. Slater,","Observation of superconductivity(Tc=50 K)in a new tetragonal alkaline-earth cuprate Sr0.8Ba1.2CuO3+z,synthesised at ambient preesure","Physica.C,260(1996)249-256",1996.0
8480,"S.K.Goh, G.V.M.Williams, E.K.Hemery, H.K.Lee,","Superconducting and magnetic properties of Ru1?yMySr2Eu2?xCexCu2O10+z (M=Nb, Sn)","Phys.Rev.B, 74(2006)134506",2006.0
8483,"T.Kawakami, T.Shibauchi, Y.Terao, M.Suzuki,",Pseudogap in electron-doped superconducting Sm2?xCexCuO4-z by interlayer magnetotransport,"Phys.Rev.B, 74(2006)144520",2006.0
8487,"P.S.Hafliger, A.Podlesnyak, K.Conder, E.Pomjakushina, A.Furrer,",Pseudogap of the high-temperature superconductor La1.96?xSrxHo0.04CuO4 as observed by neutron crystal-field spectroscopy,"Phys.Rev.B, 74(2006)184520",2006.0
8494,"Amit Keren, Amit Kanigel, Galina Bazalitsky,",Evidence for two fluids in cuprate superconductors from a nuclear resonance study of (CaxLa1-x)(Ba1.75-xLa0.25+x)Cu3Oz,"Phys.Rev.B, 74(2006)172506",2006.0
8496,"A.Tsukada, H.Yamamoto, M.Naito,",Doping of Ce in T-La2CuO4: Rigorous test for electron-hole symmetry for high-Tc superconductivity,"Phys.Rev.B, 74(2006)174515",2006.0
8501,"M.Naito, M.Hepp,",Superconducting T' -La2-xCexCuO4 films grown by molecular beam epitaxy,"Jpn.J.Appl.Phys., 39(2000)L485",2000.0
8503,"C.C.Homes, R.P.S.M.Lobo, P.Fournier, A.Zimmers, R.L.Greene,",Optical determination of the superconducting energy gap in electron-doped Pr1.85Ce0.15CuO4,"Phys.Rev.B, 74(2006)214515",2006.0
8504,"A.Zimmers, R.P.S.M.Lobo, N.Bontemps, C.C.Homes, M.C.Barr, Y.Dagan, R.L.Greene,",Infrared signature of the superconducting state in Pr2?xCexCuO4,"Phys.Rev.B, 70(2004)132502",2004.0
8506,"G.Blumberg, A.Koitzsch, A.Gozar, B.S.Dennis, C.A.Kendziora, P.Fournier, R.L.Greene,",Nonmonotonic dx2-y2 Superconducting Order Parameter in Nd2-xCexCuO4,"Phys.Rev.Lett., 88(2002)107002",2002.0
8507,"Rajiv Giri, R.S.Tiwari, O.N.Srivastava,","Influence of simultaneous doping of Sb and Pb on phase formation, superconducting and microstructural characteristics of HgBa2Ca2Cu3O8+d","Physica C, 451(2007)1",2007.0
8512,"A.Yamamoto, Wei-Zhi Hu, S.Tajima,",Thermoelectric power and resistivity of HgBa2CuO4+z over a wide doping range,"Phys.Rev.B, 63(2001)024504",2001.0
8524,"B.Watkins, H.Chashka, Y.Direktovich, A.Knizhnik, Y.Eckstein,","Quantum critical point, scaling and universality in high Tc (CaxLa1-x)(Ba2-c-xLac+x)Cu3Oy","Physica C, 450(2006)71",2006.0
8525,"D.G.Hawthom, S.Y.Li, M.Sutherland, Etienne Boaknin, R.W.Hill, C.Proust, F.Ronning, M.A.Tanatar, D.Peets, R.Liang, D.A.Bonn, W.N.Hardy, N.N.Kolesnikov,",Doping dependence of the superconducting gap in Tl2Ba2CuO6+z from heat transport,"Phys.Rev.B, 75(2007)104518",2007.0
8531,"A.R.Jurelo, S.Andrade, R.F.Jardim, F.C.Fonseca, M.S.Torikachvili, A.H.Lacerda, L.Ben-Dor,",Effect of Ir substitution in the ferromagnetic superconductor RuSr2GdCu2O8,"Physica C, 454(2007)30",2007.0
8535,"C.A.Cardoso, F.M.Araujo-Moreira, V.P.S.Awana, H.Kishan, O.F.de Lima,",Superconducting and magnetic behaviour of niobium doped RuSr2Gd1.5Ce0.5Cu2O10-z,"J. Phys.: Condens. Matter, 19(2007)186225",2007.0
8541,"M.Hirai, Y.Kodama, H.Kito, Y.Tanaka, K.Tokiwa, T.Watanabe, A.Iyo,","Unconventional Variation of Tc in the Multilayered Cuprate Superconductor (Cu,C)Ba2Ca4Cu5Oy","J.Phys.Soc.Jpn, 76(2007)054701",2007.0
8543,"M.Matsukawa, Y.Yamada, M.Chiba, H.Ogasawara, T.Shibata, A.Matsushita, Y.Takano,",Superconductivity in Pr2Ba4Cu7O15-z with metallic double chains,"Physica C, 411(2004)101",2004.0
8544,"K.Fujita, T.Noda, K.M.Kojima, H.Eisaki, S.Uchida,",Effect of Disorder Outside the CuO2 Planes on Tc of Copper Oxide Superconductors,"Phys.Rev.Lett., 95(2005)097006",2005.0
8553,"M.Hirai, A.Iyo, Y.Kodama, A.Sundaresan, J.Arai, Y.Tanaka,","Anomalous behaviour of irreversibility lines in multi-layered superconductor (Cu, C)Ba2Ca3Cu4Oy","Supercond. Sci. Technol., 17(2004)423",2004.0
8560,"H. Suematsu, H. Yamauchi, M. Karppinen, T. Ito,",Oxygen content in high-pressure synthesized CuBa2Cu4O10+delta (Cu1234:P) superconductor,"Physica.C,308(1998)198-202",
8561,"H.A.Blackstead, W.B.Yelon, M.Kornecki, M.P.Smylie, Q.Cai, J.Lamsal, V.P.S.Awana, S.Balamurugan, E.Takayama-Muromachi,",Antiferromagnetism and superconductivity: Cuprate plane magnetic ordering in YSr2Cu2.1Nb0.9O8-z,"Phys.Rev.B, 75(2007)140514R",2007.0
8562,"Pengcheng Li, F.F.Balakirev, R.L.Greene,",Upper critical field of electron-doped Pr2-xCexCuO4-z in parallel magnetic fields,"Phys.Rev.B, 75(2007)172508",2007.0
8567,"A.S.Dzurak, B.E.Kane, D.G.Rickel, E.E.Mitchell, H.Nakagawa, J.D.Goettee, J.L.O'Brien, J.S.Brooks, N.E.Lumpkin, N.Muira, R.G.Clark, R.P.Starrett,",Experimental determination of the B-T phase diagram of YBa2Cu3O7-z to 150 T for B-n-c,"Phys.Rev.B,61(2000)1584-1587",2000.0
8568,"G.Y.Wang, J.D.Zhang, R.L.Yang, X.H.Chen,",Oxygen isotope effect on the superconductivity and stripe phase in La1.6?xNd0.4SrxCuO4,"Phys.Rev.B, 75(2007)212503",2007.0
8571,"B.Batlogg, G.Kourouklis, W.Weber, R.J.Cava, A.Jayaraman, A.E.White, K.T.Short, L.W.Rupp, E.A.Rietman,",Nonzero isotope effect in La1.85Sr0.15CuO4,"Phys.Rev.Lett., 59(1987)912",1987.0
8573,"G.Zhao, K.Conder, H.Keller, K.A.Muller,",Oxygen isotope effects in La2?xSrxCuO4: evidence for polaronic charge carriers and their condensation,"J.Phys.Condens.Matter, 10(1998)9055",1998.0
8576,"T.H.Meen, W.R.Chen, S.M.Chao, L.W.Ji, T.H.Fang, C.J.Huang,",Superconductivity and calorimetric studies of Pr1.85Ce0.15CuO4+z under different annealing conditions,"J.Phys.Chem.Solids, 68(2007)1390",2007.0
8585,"N.A.Khan, M.Irfan, S.Nawaz,",Normal pressure synthesis of Mg-doped Cu0.5Tl0.5Ba2Ca2Mg2Cu5O14-z superconductor,"Physica C, 455(2007)63",2007.0
8587,"H.Ihara, K.Tokiwa, A.Iyo, M.Hirabayashi, N.Terada, M.Tokumoto, Y.S.Song,",New high-Tc superconductor families of Ag1-xCuxBa2Can-1CunO2n+4-y with Tc>116 K,"Physica C, 235-240(1994)981",1994.0
8600,"A.Iyo, M.Hirai, K.Tokiwa, T.Watanabe, M.Tokumoto, M.Ariyama, Y.Tanaka,",Anomalous suppression of Tc in an overdoped region of TlBa2Ca2Cu3O9-z,"Physica C, 388-389(2003)365",2003.0
8601,"S.Shimizu, H.Mukuda, Y.Kitaoka, A.Iyo, Y.Tanaka, Y.Kodama, K.Tokiwa, T.Watanabe,",Uniform mixing of antiferromagnetism and high-temperature superconductivity in electron-doped layers of four-layered Ba2Ca3Cu4O8F2: A new phenomenon in an electron underdoped regime,"Phys.Rev.Lett., 98(2007)257002",2007.0
8603,"M.P.Rojas Sarmiento, M.A.Uribe Laverde, E.Vera Lopez, D.A.Landinez Tellez, J.Roa-Rojas,",Conductivity fluctuation and superconducting parameters of the YBa2Cu3-x(PO4)xO7-z material,"Physica B, 398(2007)360",2007.0
8608,"C.Sulkowski, D.Wlosewicz, M.Matusiak, T.Plackowski, A.Sikora, R.Horyn,",Superconducting and transport properties of TmBa2Cu3O7-z and comparison to YBa2Cu3O7-z,"Physica C, 387(2003)187",2003.0
8617,"E.Aoyagi, E.Ohshima, J.Akimitsu, K.Hiraga, M.Kikuchi, M.Ogawa, N.Ohnishi, S.Nakajima, T.Oku, Y.Muraoka, Y.Syono,",Synthesis and superconductivity of oxycarbonates of the Tl-1201 phase,"Physica C, 219(1994)200-204",1994.0
8618,"H.M.Zhou, Y.Yang, G.Li, C.H.Cheng, M.H.Pu, Y.Zhao,",Mn doping effect on superconductivity and magnetic properties of Nd1.85Ce0.15CuO4 system,"Physica C, 463-465(2007)170",2007.0
8623,"Y.Arao, M.Tange, H.Ikeda, T.Koyano, R.Yoshizaki,","A new aspect of superconductivity observed (Bi,Pb)2(Sr,La)2CuO6+d single crystals","Physica C, 445-448(2006)440",2006.0
8624,"R.Yoshizaki, T.Nakajima, M.Tange,",Ca Substitution Effect for Sr upon Superconductivity of Bi2.1CaySr1.9-yCuO6+d,"Jpn.J.Appl.Phys., 46(2007)L167",2007.0
8632,"T.Kawashima, E.Takayama-Muromachi,","High-Pressure Synthesis of Oxyfluoride Superconductors, Sr2Can-1CunO2n+zF2 (n=4,5)","Physica C, 341-348(2000)581",2000.0
8636,"M.Steiger, C.Kongmark, F.Rueckert, L.Harding, M.S.Torikachvili,",Pressure study of superconductivity and magnetism in pure and Rh-doped RuSr2GdCu2O8 materials,"Physica C, 453(2007)24",2007.0
8640,"X.J.Chen, B.Liang, C.Ulrich, C.T.Lin, V.V.Struzhkin, Z.Wu, R.J.Hemley, H.K.Mao, H.Q.Lin,","Oxygen isotope effect in Bi2Sr2Can-1CunO2n+4+z (n=1,2,3) single crystals","Phys.Rev.B, 76(2007)140502",2007.0
8643,"J.Shimoyama, K.Kishio, K.Kitazawa, K.Yamafuji, S.Hahakura,","A new mercury-based superconductor : (Hg,Cr)Sr2CuOz","Physica C, 224(1994)1-5",1994.0
8645,"A. Tsukada, Y. Krockenberger, M. Noda, H. Yamamoto, D. Manske, L. Alff, M. Naito,",New class of T'-structure cuprate superconductors,"Solid State Commun., 133(2005)427",2005.0
8647,"H. Sato, A. Tsukada, M. Naito, A. Matsuda,","La2-xSrxCuOy epitaxial thin films (x = 0 to 2)?: Structure, strain, and superconductivity","Phys.Rev.B, 61(2000)12447",2000.0
8649,"Nawazish A. Khan, M. Mumtaz,",Enhanced superconductivity by Mg doping in Cu1-xTlxBa2Ca2-yMgyCu0.5Zn2.5O10-z,"Mater.Lett., 62(2008)659",2008.0
8652,"R. Awad, A.I. Abou-Aly, S. Isber, W. Malaeb,",Investigation of specific heat and thermopower properties of Tl-1223 substituted by sodium,"Solid State.Commun., 145(2008)201",2008.0
8658,"D.E.MORRIS, H.B.LIU, H.J.BORNEMANN,",NEGATIVE OXYGEN ISOTOPE SHIFT IN BI-2223 (BI1.6PB0.4SR2CA2CU3O10) WITH TC=108K,"PHYSICA C,182(1991)132",1991.0
8662,"Nawazish Ali Khan, Muhammad Mumtaz,",Absence of a pair-breaking mechanism in Cu0.5Tl0.5Ba2Ca3Cu4?yZnyO12-z,"Phys.Rev.B, 77(2008)054507",2008.0
8670,"A.H.MOUDDEN, A.R.MOODENBAUGH, D.E.COX, D.HOHLWEIN, J.D.AXE, K.M.MOHANTY, YOUWEN XU,",STRUCTURAL PHASE TRANSFORMATIONS AND SUPERCONDUCTIVITY IN LA2-XBAXCUO4,"PHYS.REV.LETT.,62(1989)2751",1989.0
8674,"Z. FISK, S-W. CHEONG, J. D. THOMPSON, M. F. HUNDLEY, R. B. SCHWARZ, G. H. KWEI, J. E. SCHIRBER,",T* -phase superconductivity,"Physica C, 162-164(1989)1681",1989.0
8681,"A. Ehmann (a), B. Seling (a), C. Schinzer (a), G. Filoti (b), J. Linhart (d), M. Rosenberg (c), S. Kemmler-Sack (a), W. Reimers (d),",Neutron powder diffraction and magnetic properties of Bi-0212,"Physica C,251(1995)238-246",1995.0
8690,"A.A. Khurram, Nawazish A. Khan, M.M. Ahadian, Azam Iraji-zad,",Enhanced inter-plane coupling of Mg doped Cu0.5Tl0.5Ba2Ca2-xMgxCu3O10-z superconductors: XPS and FTIR studies,"Physica C, 468(2008)405",2008.0
8694,"M. Wagenknecht, D. Koelle, R. Kleiner, S. Graser, N. Schopohl, B. Chesca, A. Tsukada, S. T. B. Goennenwein, R. Gross,",Phase Diagram of the Electron-Doped La2-xCexCuO4 Cuprate Superconductor from Andreev Bound States at Grain Boundary Junctions,"Phys.Rev.Lett., 100(2008)227001",2008.0
8695,"J. F. Ding, X. Q. Xiang, Y. Q. Zhang, H. Liu, H. Liu,",Two-dimensional superconductivity in stripe-ordered La1.6?xNd0.4SrxCuO4 single crystals,"Phys.Rev., 77(2008)214524",2008.0
8696,"Yuri Zuev, Thomas R. Lemberger, John A. Skinta, Tine Greibe, Michio Naito,",Vortex pinning in electron-doped cuprate superconductor La2-xCexCuO4,"phys.stat.sol.(b), 236(2003)412",2003.0
8699,"M. Pozek, I. Kupcic, A. Dulcic, A. Hamzic, D. Paar, M. Basletic, E. Tafra, G. V. M. Williams,","Microwave and magnetotransport properties of RuSr2RCu2O8 (R=Eu,Gd) doped with Sn","Phys.Rev.B, 77(2008)214514",2008.0
8706,"S. R. Dunsiger, Y. Zhao, Z. Yamani, W. J. L. Buyers, H. A. Dabkowska, B. D. Gaulin,",Incommensurate spin ordering and fluctuations in underdoped La2?xBaxCuO4,"Phys.Rev.B, 77(2008)224410",2008.0
8708,"T. Wuernisha, Y. Hata, T. Mochiku, H. Yasuoka, H. Kitazawa,",Substitution of neodymium in the FeSr2YCu2O6+z superconductor,"Physica B, 403(2008)1154",2008.0
8711,"R. Khasanov, A. Shengelaya, D. Di Castro, E. Morenzoni, A. Maisuradze, I. M. Savic, K. Conder, E. Pomjakushina, A. Bussmann-Holder, H. Keller,",Oxygen Isotope Effects on the Superconducting Transition and Magnetic States Within the Phase Diagram of Y1-xPrxBa2Cu3O7-z,"Phys.Rev.Lett., 101(2008)077001",2008.0
8718,"N. Suresh, J. G. Storey, G. V. M. Williams, J. L. Tallon,",Pressure dependence of the oxygen isotope effect in the superconductor YBa2Cu4O8,"Phys.Rev.B, 78(2008)100503",2008.0
8720,"J.P.Franck, S.Gygax, G.Soerensen, E.Altshuler, A.Hnatiw, J.Jung, M.A.-K.Mohamed, M.K.Yu, G.I.Sproule, J.Chrzanowski, J.C.Irwin,","The oxygen isotope effect in Pr, Ca, and Zn substituted YBa2Cu3O7-z and EuBa2Cu3O7-z","Physica C, 185-189(1991)1379",1991.0
8721,"Hans-Conrad zur Loye, K.J.Leary, S.W.Keller, W.K.Ham, T.A.Faltens, J.N.Michaels, A.M.Stacy,",Oxygen isotope effect in high-temperature oxide superconductors,"Science, 238(1989)1558",1987.0
8722,"M.Cardona, R.Liu, C.Thomsen, W.Kress, E.Schonherr, M.Bauer, L.Genzel, W.Konig,",Effect of isotopic substitution of oxygen on Tc and the phonon frequencies of high Tc superconductors,"Solid State Commun., 67(1988)789",1988.0
8723,"M.K.Crawford, W.E.Fameth, E.M.McCarron, R.L.Harlow, A.H.Moudden,",Oxygen isotope effect and structural phase transitions in La2CuO4-based superconductors,"Science, 250(1990)1390",1990.0
8735,"B.Batlogg, S-W.Cheong, G.A.Thomas, S. L. Cooper, L. W. Rupp Jr, D. H. Rapkine, A. S. Cooper,",Oxygen isotope effect in Nd1.85Ce0.15CuO4,"Physica C, 185-189(1991)1385",1991.0
8736,"M.K.Crawford, W.E.Fameth, R.Miao, R.L.Harlow, C.C.Torardi, E.M.McCarron, Du Pont Co,",Oxygen isotope effect and structural phase transitions in La2-xMxCuO4,"Physica C, 185-189(1991)1345",1991.0
8744,"N.Babushkina, A.Inyushikin, V.Ozhogin, A.Taldenkov, I.Kobrin, T.Vorob'eva, L.Moichanova, L.Damyanets, T.Uvarova, A.Kuzakov,",Oxygen isotope effect in La-Sr-Cu-O system with Tc modified by Ni and Zn doping,"Physica C, 185-189(1991)901",1991.0
8755,"V.Ozhogin, N.Babushkina, A.Inyushikin, A.Taldenkov,",Anomalously enhanced oxygen isotope effect in La1.85Sr0.15CuO4 doped with Fe,"Appl.Supercond., 1(1993)359",1993.0
8775,"N. Babushkina, V. Ozhogin, A. Inyushkin, A. Taldenkov, L. Molchanova,","Oxygen isotope effect in Tc of La2-ySryCu1-xMexO4 (Me=Ni, Zn, Co, Fe)","Physica B, 194-196(1994)1433",1994.0
8783,"Nawazish A. Khan, M. Irfan,","(Cu0.5Tl0.5)Ba2Can-1Cun-yGeyO2n+4-d (n = 3, 4 and y = 0.5, 0.75, 1.0); superconductors with GeO2 planes","Physica C, 468(2008)2341",2008.0
8787,"H.Katayama-Yoshida, T.Hirooka, A.J.Mascarenhas, Y.Okabe, T.Takahashi, T.Sasaki, A.Ochiai, T.Suzuki, J.I.Pankove, T.Ciszek, S.K.Deb,",Isotope effect in superconducting YBa2Cu3O7-z system,"Jpn.J.Appl.Phys., 26(1987)L2085",1987.0
8789,"CISZEK.T.F, DEB.S.K, GOLDFARB.R.B, HIROOKA.T, KATAYAMA-YOSHIDA.H, LI.Y, MASCARENHAS.A.J, OCHIAI.A, OKABE.Y, OYAMADA.A, PANKOVE.J.I, SASAKI.T, SUZUKI.T, TAKAHASHI.T,",OXYGEN ISOTOPE EFFECT IN THE SUPERCONDUCTING BI-SR-CA-CU-O SYSTEM,"PHYSICA C,156(1988)481",1988.0
