num :,composition :,str3 :,tc :,lata :,latb :,latc :,refno :,lata ,layers :,cu-o_a :,cu-o_p :
2930,Tl1.0Sr2.0Sr0.5Pr0.5Cu2.0O7.0,Tl1212,84.5,3.843,,12.166,PHC1770183,3.843,Two,,1.9215
2931,Tl1.0Sr2.0Sr0.5Nd0.5Cu2.0O7.0,Tl1212,86.0,3.836,,12.135,PHC1770183,3.836,Two,,1.918
2932,Tl1.0Sr2.0Sr0.5Sm0.5Cu2.0O7.0,Tl1212,75.0,3.833,,12.078,PHC1770183,3.833,Two,,1.9165
2933,Tl1.0Sr2.0Sr0.5Eu0.5Cu2.0O7.0,Tl1212,71.0,3.825,,12.074000000000002,PHC1770183,3.825,Two,,1.9125
2934,Tl1.0Sr2.0Sr0.5Gd0.5Cu2.0O7.0,Tl1212,83.5,3.825,,12.093,PHC1770183,3.825,Two,,1.9125
2935,Tl1.0Sr2.0Sr0.5Tb0.5Cu2.0O7.0,Tl1212,82.5,3.818,,12.078,PHC1770183,3.818,Two,,1.909
2936,Tl1.0Sr2.0Sr0.5Dy0.5Cu2.0O7.0,Tl1212,82.0,3.817,,12.068,PHC1770183,3.817,Two,,1.9085
2937,Tl1.0Sr2.0Sr0.5Ho0.5Cu2.0O7.0,Tl1212,83.5,3.814,,12.05,PHC1770183,3.814,Two,,1.907
2938,Tl1.0Sr2.0Sr0.5Er0.5Cu2.0O7.0,Tl1212,83.5,3.81,,12.04,PHC1770183,3.81,Two,,1.905
2939,Tl1.0Sr2.0Sr0.5Tm0.5Cu2.0O7.0,Tl1212,84.5,3.805,,12.035,PHC1770183,3.805,Two,,1.9025
2940,Tl1.0Sr2.0Sr0.5Yb0.5Cu2.0O7.0,Tl1212,81.5,3.796,,12.034,PHC1770183,3.796,Two,,1.898
2941,Tl2.0Sr2.0Sr0.5Lu0.5Cu2.0O7.0,Tl1212,81.5,3.8,,12.037,PHC1770183,3.8,Two,,1.9
2942,Bi1.6Pb0.4Sr1.8Ca1.0Nd0.2Cu2.0O8.11,Bi2212,87.0,3.8113055505954905,5.4129999999999985,30.73,PHC1760445,5.4015,Two,,1.9056527752977452
2943,Bi1.6Pb0.4Sr2.0Ca0.8Nd0.2Cu2.0O8.16,Bi2212,87.0,3.819083725188543,5.409,30.74,PHC1760445,5.4049999999999985,Two,,1.9095418625942715
2944,Bi1.4Pb0.6Sr1.8Ca1.0Nd0.2Cu2.0O8.0,Bi2212,84.0,3.802113162440067,5.424,30.71,PHC1760445,5.400500000000001,Two,,1.9010565812200335
2945,Bi1.4Pb0.6Sr2.0Ca0.8Nd0.2Cu2.0O8.0,Bi2212,87.0,3.807062909908372,5.421,30.74,PHC1760445,5.4025,Two,,1.903531454954186
2946,Bi1.4Pb0.6Sr1.6Ca1.0Nd0.4Cu2.0O8.0,Bi2212,62.0,3.8063558031271842,5.424,30.6,PHC1760445,5.403499999999998,Two,,1.9031779015635921
2947,Bi2.4Pb0.6Sr2.0Ca0.6Nd0.4Cu2.0O8.0,Bi2212,77.0,3.816962404844983,5.434,30.69,PHC1760445,5.416,Two,,1.9084812024224915
2979,Y1.0Ba2.0Cu3.0O9.0,Y123,93.0,3.819,3.882,11.665,PR0362305,3.8505,Two,2.2893305078161794,1.9095
3018,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,81.5,3.87,,23.238000000000003,PHC1760368,3.87,One,,1.935
3043,Ba2.0Cu3.0O7.0,RE123,92.0,3.82,3.886,11.683,PRB0365694,3.853,Two,2.297209018033208,1.91
3044,Y1.0Ba2.0Cu3.0H0.13O7.0,Y123,93.5,3.821,3.887,11.688,PRB0365694,3.8539999999999996,Two,2.312885469028685,1.9105
3045,Y1.0Ba2.0Cu3.0H0.19O7.0,Y123,93.5,3.825,3.886,11.691,PRB0365694,3.8555,Two,2.315957855273794,1.9125
3046,Y1.0Ba2.0Cu3.0H0.38O7.0,Y123,93.8,3.825,3.886,11.69,PRB0365694,3.8555,Two,2.314933726525423,1.9125
3047,Y1.0Ba2.0Cu3.0H0.49O7.0,Y123,93.6,3.826,3.886,11.694,PRB0365694,3.8560000000000003,Two,2.3190302415189032,1.913
3048,Tl1.0Ba2.0Cu1.0O5.0,Tl1201,15.0,3.859,,9.229,JJP0280923,3.859,One,,1.9295
3096,Y0.8Ca0.2Ba2.0Cu3.0O6.1,Y123,50.0,3.861,,11.826,CEM0780192,3.861,Two,2.454215236303707,1.9305
3105,La1.0Ca1.0Ba1.0Cu2.95Zn0.05O7.0,RE123,55.0,3.87,,11.634,PHC1800324,3.87,Two,2.340566627754234,1.935
3106,La1.0Ca1.0Ba1.0Cu2.9Zn0.1O7.0,RE123,37.0,3.867,,11.622,PHC1800324,3.867,Two,2.351184817889996,1.9335
3107,La1.0Ca1.0Ba1.0Cu2.8Zn0.2O7.0,RE123,30.0,3.868,,11.628,PHC1800324,3.868,Two,2.345875722822115,1.934
3108,La1.0Ca1.0Ba1.0Cu2.7Zn0.3O7.0,RE123,20.0,3.879,,11.662,PHC1800324,3.879,Two,2.3157908507707896,1.9395
3110,La1.0Ba1.0Ca1.0Cu3.0O6.856,RE123,66.0,3.871,,11.61,PHC1800324,3.871,Two,2.361803008025758,1.9355
3111,La1.0Ba1.0Ca1.0Cu2.9Ni0.1O6.85,RE123,45.0,3.866,,11.628,PHC1800324,3.866,Two,2.345875722822115,1.933
3112,La1.0Ba1.0Ca1.0Cu2.8Ni0.2O6.8370000000000015,RE123,30.0,3.871,,11.624,PHC1800324,3.871,Two,2.349415119534035,1.9355
3113,La1.0Ba1.0Ca1.0Cu2.7Ni0.3O6.848,RE123,28.0,3.875,,11.639,PHC1800324,3.875,Two,2.336142381864334,1.9375
3114,La1.0Ba1.0Ca1.0Cu2.6Ni0.4O6.854,RE123,24.0,3.876,,11.622,PHC1800324,3.876,Two,2.351184817889996,1.938
3135,Bi2.0Sr1.8Li0.2Ca1.0Cu2.0O8.0,Bi2212,77.0,3.8388827150617653,,30.811,PHC1810063,5.4289999999999985,Two,,1.9194413575308826
3136,Bi2.0Sr1.6Li0.4Ca1.0Cu2.0O7.87,Bi2212,86.0,3.824033472656849,,30.795,PHC1810063,5.408,Two,,1.9120167363284244
3137,Bi2.0Sr1.4Li0.6Ca1.0Cu2.0O7.7,Bi2212,94.0,3.816962404844983,,30.806,PHC1810063,5.398,Two,,1.9084812024224915
3153,Yb0.7Ca0.3Ba1.6Sr0.4Cu3.0O6.78,RE123,44.6,3.794,3.851,11.622,PR04411971,3.8225,Two,2.351184817889996,1.897
3154,Yb0.7Ca0.3Ba1.6Sr0.4Cu3.0O6.73,RE123,67.6,3.797,3.856,11.594,PR04411971,3.8265,Two,2.3759605948734404,1.8985
3155,Yb0.7Ca0.3Ba1.6Sr0.4Cu3.0O6.56,RE123,80.3,3.83,,11.677,PR04411971,3.83,Two,2.3025181131010886,1.915
3156,Yb0.7Ca0.3Ba1.6Sr0.4Cu3.0O6.43,RE123,66.3,3.822,,11.708,PR04411971,3.822,Two,2.2750877885837038,1.911
3157,La2.0Cu1.0O4.0,T,37.0,3.783021279348029,5.371,13.216,PHC1850573,5.3605,One,2.40647459391217,1.8915106396740144
3237,Bi2.0Sr2.0Ca0.8Pr0.2Cu2.0O8.0,Bi2212,73.0,3.8544390642478707,,30.628,PR0457436,5.4510000000000005,Two,,1.9272195321239354
3238,Bi2.0Sr2.0Ca0.7Pr0.3Cu2.0O8.0,Bi2212,61.0,3.8445395693112587,,30.654,PR0457436,5.437,Two,,1.9222697846556294
3239,Bi2.0Sr2.0Ca0.6Pr0.4Cu2.0O8.0,Bi2212,41.0,3.85656038459143,,30.697,PR0457436,5.454,Two,,1.928280192295715
3248,Bi2.0Sr2.0Ca0.8Gd0.2Cu2.0O8.0,Bi2212,73.0,3.8311045404687123,,30.586,PR0457436,5.4179999999999975,Two,,1.9155522702343561
3249,Bi2.0Sr2.0Ca0.7Gd0.3Cu2.0O8.0,Bi2212,48.0,3.8417111421865124,,30.586,PR0457436,5.433,Two,,1.9208555710932562
3250,Bi2.0Sr2.0Ca0.6Gd0.4Cu2.0O8.0,Bi2212,30.0,3.8445395693112587,,30.465,PR0457436,5.437,Two,,1.9222697846556294
3256,Bi2.0Sr2.0Ca0.9Y0.1Cu2.0O8.0,Bi2212,77.0,3.8204979387509157,,30.8,PR0457436,5.403,Two,,1.9102489693754579
3257,Bi2.0Sr2.0Ca0.8Y0.2Cu2.0O8.0,Bi2212,70.0,3.8219121523132893,,30.714,PR0457436,5.405,Two,,1.9109560761566446
3258,Bi2.0Sr2.0Ca0.7Y0.3Cu2.0O8.0,Bi2212,48.0,3.824033472656849,,30.62,PR0457436,5.408,Two,,1.9120167363284244
3259,Bi2.0Sr2.0Ca0.6Y0.4Cu2.0O8.0,Bi2212,37.0,3.8296903269063414,,30.414,PR0457436,5.416,Two,,1.9148451634531707
3260,Bi2.0Sr2.0Ca0.5Y0.5Cu2.0O8.0,Bi2212,22.0,3.8311045404687123,,30.414,PR0457436,5.4179999999999975,Two,,1.9155522702343561
3298,Y1.0Ba2.0Cu4.0O8.0,Y124,80.0,3.837,3.867,27.23,PHC1920103,3.852,Two,2.287115776810999,1.9185
3299,Y1.0Ba2.0Cu4.0Li0.016O8.0,Y124,77.0,3.838,3.869,27.21,PHC1920103,3.8535,Two,2.278655086906981,1.919
3300,Y1.0Ba2.0Cu4.0Li0.031O8.0,Y124,72.0,3.838,3.868,27.2,PHC1920103,3.853,Two,2.274424741954971,1.919
3301,Y1.0Ba2.0Cu4.0Li0.062O8.0,Y124,64.0,3.83,3.869,27.2,PHC1920103,3.8495,Two,2.274424741954971,1.915
3302,Y1.0Ba2.0Cu4.0Li0.125O8.0,Y124,58.0,3.827,3.869,27.2,PHC1920103,3.8480000000000003,Two,2.274424741954971,1.9135
3303,Y1.0Ba2.0Cu4.0Li0.25O8.0,Y124,58.0,3.818,3.868,27.18,PHC1920103,3.843,Two,2.2659640520509527,1.909
3370,Y1.0Ba2.0Cu3.0O6.99,Y123,91.4,3.818,3.885,11.682,PHC1900255,3.8515,Two,2.306740696538466,1.909
3371,Y0.8Ca0.1Pr0.1Ba2.0Cu3.0O7.01,Y123,78.4,3.823,3.887,11.679,PHC1900255,3.855,Two,2.303668310293357,1.9115
3372,Y0.6Ca0.2Pr0.2Ba2.0Cu3.0O7.0,Y123,67.1,3.829,3.888,11.679,PHC1900255,3.8585,Two,2.303668310293357,1.9145
3373,Y0.4Ca0.3Pr0.3Ba2.0Cu3.0O7.02,Y123,53.6,3.832,3.89,11.681,PHC1900255,3.861,Two,2.3057165677900953,1.916
3374,Y0.2Ca0.4Pr0.4Ba2.0Cu3.0O7.0,Y123,36.5,3.834,3.896,11.68,PHC1900255,3.865,Two,2.304692439041726,1.917
3491,Eu1.0Ba2.0Cu3.0O6.97,RE123,94.77,3.843,3.902,11.714,PR0446999,3.8725,Two,2.269778693515823,1.9215
3493,Eu0.9Pr0.1Ba2.0Cu3.0O6.95,RE123,79.45,3.842,3.895,11.696,PR0446999,3.8685,Two,2.285705978719466,1.921
3494,Eu0.8Pr0.2Ba2.0Cu3.0O6.97,RE123,57.9,3.847,3.904,11.714,PR0446999,3.8755,Two,2.269778693515823,1.9235
3495,Eu0.7Pr0.3Ba2.0Cu3.0O6.95,RE123,38.8,3.846,3.899,11.701,PR0446999,3.8725,Two,2.2812817328295645,1.923
3496,Eu0.6Pr0.4Ba2.0Cu3.0O6.97,RE123,15.0,3.856,3.894,11.722,PR0446999,3.875,Two,2.2626999000919827,1.928
3546,Bi2.0Sr1.6La0.4Cu1.0O6.32,Bi2201,23.2,3.807062909908372,5.407,24.491,PHC1940337,5.3955,One,,1.903531454954186
3557,Y1.0Sr2.0Cu2.85Re0.15O7.0,Y123,53.0,3.81,,11.522,PHC1960141,3.81,Two,2.14288009679931,1.905
3558,Y1.0Sr2.0Cu2.8Re0.2O6.9,Y123,43.0,3.814,,11.524,PHC1960141,3.814,Two,2.1449283542960482,1.907
3559,Y1.0Sr2.0Cu2.75Re0.25O7.0,Y123,37.0,3.821,,11.527,PHC1960141,3.821,Two,2.1480007405411574,1.9105
3560,Y1.0Sr2.0Cu2.7Re0.3O7.1,Y123,33.0,3.823,,11.529000000000002,PHC1960141,3.823,Two,2.1500489980378994,1.9115
3561,Y1.0Sr2.0Cu2.85Re0.15O7.1,Y123,73.0,3.811,,11.495,PHC1960141,3.811,Two,2.115228620593326,1.9055
3562,Y1.0Sr2.0Cu2.8Re0.2O7.2,Y123,63.0,3.815,,11.496,PHC1960141,3.815,Two,2.1162527493416974,1.9075
3563,Y1.0Sr2.0Cu2.75Re0.25O7.3,Y123,49.0,3.822,,11.496,PHC1960141,3.822,Two,2.1162527493416974,1.911
3564,Y1.0Sr2.0Cu2.7Re0.3O7.2,Y123,44.0,3.824,,11.499,PHC1960141,3.824,Two,2.1193251355868066,1.912
3565,Y1.0Sr2.0Cu2.8W0.2O6.9,Y123,45.0,3.805,,11.522,PHC1960141,3.805,Two,2.14288009679931,1.9025
3566,Y1.0Sr2.0Cu2.75W0.25O6.9,Y123,33.0,3.809,,11.526,PHC1960141,3.809,Two,2.1469766117927884,1.9045
3567,Y1.0Sr2.0Cu2.7W0.3O6.9,Y123,24.0,3.812,,11.535,PHC1960141,3.812,Two,2.156193770528116,1.906
3568,Y1.0Sr2.0Cu2.8W0.2O7.2,Y123,66.0,3.804,,11.491,PHC1960141,3.804,Two,2.1111321055998475,1.902
3569,Y1.0Sr2.0Cu2.75W0.25O7.1,Y123,51.0,3.809,,11.492,PHC1960141,3.809,Two,2.1121562343482188,1.9045
3570,Y1.0Sr2.0Cu2.7W0.3O6.9,Y123,28.0,3.811,,11.522,PHC1960141,3.811,Two,2.14288009679931,1.9055
3571,Y1.0Sr2.0Cu2.8Mo0.2O7.0,Y123,40.0,3.807,,11.521,PHC1960141,3.807,Two,2.141855968050941,1.9035
3572,Y1.0Sr2.0Cu2.75Mo0.25O7.1,Y123,31.0,3.812,,11.537,PHC1960141,3.812,Two,2.158242028024856,1.906
3573,Y1.0Sr2.0Cu2.7Mo0.3O7.1,Y123,30.0,3.816,,11.534,PHC1960141,3.816,Two,2.155169641779747,1.908
3574,Y1.0Sr2.0Cu2.65Mo0.35O7.2,Y123,29.0,3.819,,11.537,PHC1960141,3.819,Two,2.158242028024856,1.9095
3575,Y1.0Sr2.0Cu2.8Mo0.2O7.1,Y123,71.0,3.807,,11.49,PHC1960141,3.807,Two,2.1101079768514786,1.9035
3576,Y1.0Sr2.0Cu2.75Mo0.25O7.1,Y123,55.0,3.812,,11.499,PHC1960141,3.812,Two,2.1193251355868066,1.906
3577,Y1.0Sr2.0Cu2.7Mo0.3O7.1,Y123,43.0,3.816,,11.496,PHC1960141,3.816,Two,2.1162527493416974,1.908
3578,Y1.0Sr2.0Cu2.65Mo0.35O7.4,Y123,43.0,3.819,,11.499,PHC1960141,3.819,Two,2.1193251355868066,1.9095
3579,Y1.0Sr2.0Cu2.7Co0.3O6.7,Y123,27.0,3.808,,11.414,PHC1960141,3.808,Two,2.032274191975379,1.904
3581,Y1.0Sr2.0Cu2.65Ga0.35O6.6,Y123,17.0,3.811,,11.453,PHC1960141,3.811,Two,2.072215213161798,1.9055
3583,Y1.0Sr2.0Cu2.65Ga0.35O6.7,Y123,21.0,3.812,,11.439,PHC1960141,3.812,Two,2.0578774106846223,1.906
3588,Y1.0Sr2.0Cu2.7Fe0.3O6.9,Y123,43.0,3.807,,11.41,PHC1960141,3.807,Two,2.0281776769819007,1.9035
3589,Y1.0Sr2.0Cu2.65Fe0.35O6.7,Y123,34.0,3.805,,11.411,PHC1960141,3.805,Two,2.0292018057302696,1.9025
3590,Y1.0Sr2.0Cu2.6Fe0.4O7.0,Y123,21.0,3.807,,11.412,PHC1960141,3.807,Two,2.0302259344786404,1.9035
3591,Y1.0Sr2.0Cu2.7Fe0.3O7.1,Y123,51.0,3.801,,11.394,PHC1960141,3.801,Two,2.011791617007985,1.9005
3592,Y1.0Sr2.0Cu2.65Fe0.35O7.1,Y123,46.0,3.801,,11.394,PHC1960141,3.801,Two,2.011791617007985,1.9005
3593,Y1.0Sr2.0Cu2.6Fe0.4O7.0,Y123,37.0,3.803,,11.388,PHC1960141,3.803,Two,2.0056468445177664,1.9015
3594,Y1.0Sr2.0Cu2.7Co0.3O6.5,Y123,13.0,3.811,,11.434,PHC1960141,3.811,Two,2.052756766942773,1.9055
3597,Y1.0Sr2.0Cu2.8V0.2O6.5,Y123,16.0,3.822,,11.431,PHC1960141,3.822,Two,2.0496843806976637,1.911
3607,Y1.0Sr2.0Cu2.7Ti0.3O6.7,Y123,26.0,3.814,,11.470999999999998,PHC1960141,3.814,Two,2.0906495306324517,1.907
3608,Y1.0Sr2.0Cu2.675Ti0.325O6.6,Y123,21.0,3.816,,11.477,PHC1960141,3.816,Two,2.0967943031226723,1.908
3609,Y1.0Sr2.0Cu2.65Ti0.35O6.8,Y123,21.0,3.816,,11.48,PHC1960141,3.816,Two,2.0998666893677815,1.908
3610,Y1.0Sr2.0Cu2.7Ti0.3O7.0,Y123,58.0,3.809,,11.458,PHC1960141,3.809,Two,2.0773358569036473,1.9045
3611,Y1.0Sr2.0Cu2.675Ti0.325O7.1,Y123,56.0,3.81,,11.46,PHC1960141,3.81,Two,2.0793841144003875,1.905
3612,Y1.0Sr2.0Cu2.65Ti0.35O7.1,Y123,53.0,3.81,,11.461,PHC1960141,3.81,Two,2.0804082431487565,1.905
3617,Dy1.0Ba1.0Sr1.0Cu3.0O6.94,RE123,80.0,3.828,,11.533,PHC1960247,3.828,Two,2.4299363947302286,1.914
3618,Dy1.0Ba1.0Sr1.0Cu3.0O6.93,RE123,83.0,3.816,3.838,11.542,PHC1960247,3.827,Two,2.421972752128407,1.908
3629,Nd1.0Ba2.0Cu3.0O6.86,RE123,78.6,3.866,3.908,11.765999999999998,APJ0271862,3.887,Two,2.223766536260858,1.933
3632,Nd0.75Pr0.25Ba2.0Cu3.0O6.96,RE123,11.7,3.861,3.906,11.758,APJ0271862,3.8835,Two,2.230845329684698,1.9305
3638,Lu0.5Pr0.5Ba2.0Cu3.0O6.75,RE123,40.1,3.826,3.891,11.683,PHC1960090,3.8585,Two,2.297209018033208,1.913
3639,Yb0.5Pr0.5Ba2.0Cu3.0O6.67,RE123,38.7,3.826,3.893,11.675999999999998,PHC1960090,3.8595,Two,2.30340296227907,1.913
3640,Tm0.5Pr0.5Ba2.0Cu3.0O6.64,RE123,36.0,3.829,3.895,11.679,PHC1960090,3.862,Two,2.300748414745128,1.9145
3641,Er0.5Pr0.5Ba2.0Cu3.0O6.82,RE123,34.4,3.832,3.893,11.682,PHC1960090,3.8625,Two,2.2980938672111875,1.916
3642,Ho0.5Pr0.5Ba2.0Cu3.0O6.67,RE123,24.3,3.834,3.898,11.691,PHC1960090,3.866,Two,2.2901302246093658,1.917
3643,Y0.5Pr0.5Ba2.0Cu3.0O6.68,Y123,27.1,3.837,3.896,11.7,PHC1960090,3.8665,Two,2.32517501400912,1.9185
3644,Dy0.5Pr0.5Ba2.0Cu3.0O6.85,RE123,19.0,3.844,3.906,11.709,PHC1960090,3.875,Two,2.274202939405724,1.922
3648,La2.0Cu1.0O4.03,T,32.0,3.7907994539410823,5.382999999999999,13.184,PHC1970303,5.372000000000001,One,2.3963674734830085,1.8953997269705412
3649,La2.0Cu1.0O4.11,T,45.0,3.7766573183173504,5.404,13.219,PHC1970303,5.3725000000000005,One,2.407422136452404,1.8883286591586752
3651,La1.75Sr0.25Cu1.0O4.07,T,37.0,3.77,,13.249,PHC1970303,3.77,One,2.4168975618547432,1.885
3653,La1.99Sr0.01Cu1.0O4.13,T,40.0,3.773828891192605,5.395,13.198,PHC1970303,5.3660000000000005,One,2.400789338670767,1.8869144455963025
3658,La1.85Sr0.15Cu1.0O4.05,T,39.0,3.775,,13.227,PHC1970303,3.775,One,2.4099489165596943,1.8875
3677,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,85.0,3.867,,23.186,PHC1960291,3.867,One,,1.9335
3678,Tl2.0Ba2.0Ca1.0Cu2.0O8.0,Tl2212,109.0,3.856,,29.32800000000001,PHC1960291,3.856,Two,,1.928
3683,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,88.0,3.828276113343968,5.426,30.921,PHC1980033,5.42,Two,,1.914138056671984
3684,Bi2.0Sr2.0Ca1.0Cu1.96Co0.04O8.0,Bi2212,78.0,3.8035273760024384,5.414,30.89,PHC1980033,5.3965,Two,,1.9017636880012192
3685,Bi2.0Sr2.0Ca1.0Cu1.92Co0.08O8.0,Bi2212,68.0,3.7915065607222678,5.405,30.718000000000004,PHC1980033,5.3835,Two,,1.8957532803611339
3686,Bi2.0Sr2.0Ca1.0Cu1.88Co0.12O8.0,Bi2212,56.0,3.777364425098537,5.397,30.69,PHC1980033,5.3695,Two,,1.8886822125492686
3695,Bi8.0Sr8.0Ca4.0Cu9.0O34.25,Bi2212,73.5,3.8098913370331178,,30.406,PHC1980162,5.388,Two,,1.9049456685165589
3696,Bi8.0Sr7.0Ca5.0Cu9.0O34.13,Bi2212,72.5,3.812719764157864,,30.568,PHC1980162,5.392,Two,,1.906359882078932
3697,Bi8.0Sr6.0Ca6.0Cu9.0O33.0,Bi2212,74.3,3.812719764157864,,30.577,PHC1980162,5.392,Two,,1.906359882078932
3698,Bi8.0Sr5.0Ca7.0Cu9.0O34.94,Bi2212,74.4,3.8105984438143032,,30.686,PHC1980162,5.3889999999999985,Two,,1.9052992219071516
3699,Bi8.0Sr4.0Ca8.0Cu9.0O33.0,Bi2212,69.0,3.81766951162617,,30.769,PHC1980162,5.399,Two,,1.908834755813085
3704,Ca1.0La1.0Ba1.0Cu3.0O7.0,RE123,80.0,3.865,,11.635,PHC1980231,3.865,Two,2.3396817785762543,1.9325
3710,Y1.0Sr1.0Ba1.0Cu2.7Co0.3O6.0,Y123,22.0,3.84,,11.502,PHC1990037,3.84,Two,2.1223975218319158,1.92
3711,Y0.9Ca0.1Sr1.0Ba1.0Cu2.7Co0.3O6.0,Y123,40.0,3.83,,11.531,PHC1990037,3.83,Two,2.152097255534638,1.915
3712,Y0.8Ca0.2Sr1.0Ba1.0Cu2.7Co0.3O6.0,Y123,58.0,3.82,,11.538,PHC1990037,3.82,Two,2.1592661567732256,1.91
3713,Y1.0Ba2.0Cu3.975Fe0.025O8.0,Y124,64.6,3.835,3.87,27.17,PHC1990130,3.8525,Two,2.2617337070989447,1.9175
3722,Yb1.0Ba1.8Sr0.2Cu4.0O8.0,RE124,80.0,3.814,3.857,27.129,PHC1990177,3.8355,Two,2.3344212939753093,1.907
3723,Yb1.0Ba1.6Sr0.4Cu4.0O8.0,RE124,80.0,3.805,3.855,27.072,PHC1990177,3.83,Two,2.3675310014848425,1.9025
3724,Yb1.0Ba1.4Sr0.6Cu4.0O8.0,RE124,80.0,3.796,3.851,27.022,PHC1990177,3.8235,Two,2.39657460456338,1.898
3725,Yb1.0Ba1.2Sr0.8Cu4.0O8.0,RE124,80.0,3.794,3.851,27.007,PHC1990177,3.8225,Two,2.405287685486939,1.897
3726,Yb0.9Ca0.1Ba1.8Sr0.2Cu4.0O8.0,RE124,87.0,3.814,3.854,27.128,PHC1990177,3.834,Two,2.3350021660368805,1.907
3727,Yb0.9Ca0.1Ba1.6Sr0.4Cu4.0O8.0,RE124,86.0,3.805,3.851,27.076,PHC1990177,3.828,Two,2.3652075132385586,1.9025
3728,Yb0.9Ca0.1Ba1.4Sr0.6Cu4.0O8.0,RE124,85.0,3.8,3.851,27.046,PHC1990177,3.8255,Two,2.3826336750856814,1.9
3729,Yb0.9Ca0.1Ba1.2Sr0.8Cu4.0O8.0,RE124,84.0,3.798,3.85,27.036,PHC1990177,3.824,Two,2.3884423957013876,1.899
3730,YbCa0.2Ba1.6Sr0.4Cu4.0O8.0,RE124,86.0,3.809,3.852,27.106,PHC1990177,3.8305,Two,2.347781351391436,1.9045
3731,YbCa0.4Ba1.6Sr0.4Cu4.0O8.0,RE124,85.0,3.809,3.852,27.106,PHC1990177,3.8305,Two,2.347781351391436,1.9045
3732,Y1.0Ba2.0Cu2.88Fe0.12O7.0,Y123,57.0,3.866,,11.729,PR0469250,3.866,Two,2.354874747711842,1.933
3742,Bi2.0Sr1.6La0.4Cu1.0O6.0,Bi2201,27.0,3.8261547930004087,5.377999999999999,24.41,SSC0691093,5.3945,One,,1.9130773965002044
3779,Y1.0Ba2.0Cu3.0O6.9,Y123,89.6,3.822,3.88,11.66,SSC0710419,3.8510000000000004,Two,2.284209864074332,1.911
3780,Y1.0Ba2.0Cu3.0O6.95,Y123,91.0,3.816,3.99,11.646,SSC0710419,3.903000000000001,Two,2.269872061597156,1.908
3786,Eu1.0Ba2.0Cu3.0O7.0,RE123,85.1,3.82,3.884,11.681,SSC0651333,3.852,Two,2.2989787163891684,1.91
3844,Ho1.0Ba2.0Cu3.0O6.9,RE123,91.5,3.819,3.9,11.669,ME0382455,3.8595,Two,2.309596906524929,1.9095
3845,Nd1.0Ba2.0Cu3.0O7.04,RE123,82.5,3.871,3.914,11.755999999999998,PR0382450,3.8925,Two,2.2326150280406587,1.9355
3846,Nd1.1Ba1.9Cu3.0O7.05,RE123,65.5,3.871,3.914,11.732,PR0382450,3.8925,Two,2.2538514083121814,1.9355
3847,Nd1.2Ba1.8Cu3.0O7.1,RE123,43.5,3.89,3.892,11.696,PR0382450,3.891,Two,2.285705978719466,1.945
3848,Nd1.3Ba1.7Cu3.0O7.14,RE123,32.0,3.89,,11.661,PR0382450,3.89,Two,2.316675699948771,1.945
3851,Sm1.0Ba2.0Cu3.0O7.01,RE123,87.0,3.858,3.91,11.741,PR0382450,3.884,Two,2.2458877657103598,1.929
3852,Sm1.1Ba1.9Cu3.0O7.05,RE123,78.5,3.86,3.906,11.729,PR0382450,3.883,Two,2.256505955846122,1.93
3853,Sm1.2Ba1.8Cu3.0O7.09,RE123,38.0,3.881,,11.654000000000002,PR0382450,3.881,Two,2.32286964419463,1.9405
3857,Eu1.0Ba2.0Cu3.0O7.01,RE123,90.0,3.859,3.904,11.709,PR0382450,3.8815,Two,2.274202939405724,1.9295
3858,Eu1.1Ba1.9Cu3.0O7.07,RE123,81.0,3.873,3.887,11.679,PR0382450,3.88,Two,2.300748414745128,1.9365
3859,Eu1.2Ba1.8Cu3.0O7.18,RE123,42.0,3.867,,11.630999999999998,PR0382450,3.867,Two,2.343221175288176,1.9335
3860,Eu1.3Ba1.7Cu3.0O7.15,RE123,39.5,3.873,,11.624,PR0382450,3.873,Two,2.349415119534035,1.9365
3861,Eu1.4Ba1.6Cu3.0O7.16,RE123,28.0,3.854,,11.619000000000002,PR0382450,3.854,Two,2.353839365423935,1.927
3883,La1.85Sr0.15Cu1.0O4.0,T,34.4,3.778,,13.222,EF0365258,3.778,One,2.4083696789926377,1.889
3884,La1.45Nd0.4Sr0.15Cu1.0O4.0,T,22.5,3.768,,13.173,EF0365258,3.768,One,2.392893150835484,1.884
3886,Y1.0Ba2.0Cu3.0S1.0O6.0,Y123,89.0,3.855,3.914,11.75,MA0364028,3.8845,Two,2.376381451427607,1.9275
3925,Bi2.0Sr1.9La0.1Cu1.0O6.2,Bi2201,12.0,3.7999918420965058,5.379,24.63,SSC0720697,5.3765,One,,1.8999959210482529
3926,Bi2.0Sr1.8La0.2Cu1.0O6.3,Bi2201,18.0,3.8006989488776926,5.388,24.59,SSC0720697,5.3815,One,,1.9003494744388463
3927,Bi2.0Sr1.6La0.4Cu1.0O6.35,Bi2201,20.0,3.804941589564812,5.4170000000000025,24.42,SSC0720697,5.399000000000001,One,,1.902470794782406
